0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.751563553695886548e-12,7.355563344659750424e-02,-2.505245815856402143e-30,-2.079512094399944979e-08,-7.263502102812030369e-06,-4.372499709766488598e-39,-1.112158703368330511e-04,-4.725170066070120003e-18,-1.455738254142475813e-48,9.461260131236115870e-05,-1.589922187190476770e-09,-1.623661927483455863e-02,-8.979970316008606335e-19,-1.112158703368330511e-04,-2.276801986148023237e-15,-3.270931846342990146e-20,-4.769258281174030134e-25,-3.368714358136145106e-27,1.036364868616290260e-43,-2.435805461138956846e-55
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.026554864567716668e-11,6.622427001725920970e-02,-3.307935196267678016e-30,-2.312538227107729377e-08,1.362689201865508044e-05,-5.784479710478598500e-39,-1.134203010328149085e-04,-5.383221402325189717e-18,-2.089788075776764891e-48,-1.238205744213611887e-04,-1.155386060820138063e-08,1.735588321545388987e-02,-1.124418085421513306e-18,-1.134203010328149085e-04,2.287950722591972012e-15,6.873914698907148464e-20,4.703067797929385374e-25,4.421283237055779969e-27,3.977171978585084076e-43,-3.622701307383295644e-55
6.890147534256947806e-12,-4.805547530517180477e-02,1.575559656967478629e-30,1.844508309059739736e-08,1.611766374525479847e-05,2.942703908596211296e-39,1.259020477378426791e-04,4.470846623182643095e-18,7.721257278281557812e-49,1.240452278081506622e-04,1.247614168944119418e-09,1.580765795533138965e-02,5.998629211983764693e-19,1.259020477378426791e-04,3.284526125757640211e-15,1.115295990639659492e-19,8.300045697614830028e-25,2.842511503410978061e-27,3.890070390669169967e-43,1.601675653294161498e-55
5.783295091503879096e-12,4.338878463815117742e-02,1.384151695842209450e-30,1.449715860912749963e-08,1.447971591345411730e-05,1.949486915624346287e-39,9.604374073403444179e-05,2.862716083705318519e-18,7.304741511496798845e-49,1.236199346039795451e-04,1.130597948010512311e-09,1.579560880559643596e-02,5.968240440561841451e-19,9.604374073403444179e-05,1.906463584239589724e-15,8.366783425537999509e-20,4.102007452088734955e-25,2.835815787867917261e-27,3.894825119665456728e-43,1.599497693164583203e-55
0.000000000000000000e+00,6.611357047052301983e-02,0.000000000000000000e+00,-2.024464751921132144e-08,1.934320690819660461e-05,0.000000000000000000e+00,-1.282397753486909755e-04,-4.810162070978918676e-18,0.000000000000000000e+00,-1.209955365625361583e-04,0.000000000000000000e+00,1.584680753302001796e-02,0.000000000000000000e+00,-1.282397753486909755e-04,-3.344965594050713978e-15,1.427458529176723112e-19,-8.392004930131656820e-25,3.047494356822976377e-27,-3.854404627711932548e-43,0.000000000000000000e+00
8.438600917791178859e-12,-6.629038581987133083e-02,2.329333032439749659e-30,2.035575767226542579e-08,-1.125814430689664281e-07,4.111526974054579371e-39,1.112977936697479259e-04,4.617240306966266357e-18,1.316183906462566561e-48,1.236113988871939250e-04,1.531134690269031469e-09,1.592087350476285509e-02,8.420413406554864638e-19,1.112977936697479259e-04,2.304147658172741179e-15,-1.031660262374499933e-20,4.878495492432806655e-25,3.045537556451922441e-27,3.866153307653871072e-43,2.126299470210640242e-55
5.055348997082802258e-12,-8.280414181647288707e-02,1.234652736153289538e-30,-1.108293295223062323e-08,-9.022781652537674674e-06,1.455052594384187356e-39,-6.854994464168620040e-05,-1.863821883076175719e-18,8.337756282091763787e-49,4.083127999013468901e-01,1.033837725750392938e-09,2.209407655969666123e-02,6.873125860926702507e-19,-6.854994464168620040e-05,-9.201610348356346755e-16,-3.347758397824325160e-20,-1.541144552782978789e-25,9.717738299280492016e-27,9.437536790273609250e-29,5.687501300645592783e-55
